Rank,Team,GM,W-L,REB,RPG,OPP REB,OPP RPG,REB MAR
275,Florida A&M (MEAC),33,10-23,"1,200",36.4,"1,301",39.4,-3.1
68,Florida St. (ACC),35,25-10,"1,273",36.4,"1,168",33.4,3
79,Florida (SEC),37,26-11,"1,321",35.7,"1,217",32.9,2.8
209,Fordham (Atlantic 10),29,10-19,"1,098",37.9,"1,118",38.6,-0.7
301,Fresno St. (WAC),33,13-20,"1,044",31.6,"1,178",35.7,-4.1
93,Furman (SoCon),31,15-16,"1,073",34.6,996,32.1,2.5
235,Ga. Southern (SoCon),30,15-15,945,31.5,985,32.8,-1.3
100,Gardner-Webb (Big South),32,12-20,"1,170",36.6,"1,096",34.3,2.3
98,George Mason (CAA),33,24-9,"1,202",36.4,"1,125",34.1,2.3
206,George Washington (Atlantic 10),31,10-21,"1,022",33,"1,041",33.6,-0.6
30,Georgetown (AAC),33,24-9,"1,193",36.2,"1,017",30.8,5.3
151,Georgia St. (CAA),34,22-12,"1,229",36.1,"1,196",35.2,1
60,Georgia Tech (ACC),31,11-20,"1,087",35.1,980,31.6,3.5
238,Georgia (SEC),32,15-17,"1,065",33.3,"1,115",34.8,-1.6
19,Gonzaga (WCC),33,26-7,"1,216",36.8,"1,011",30.6,6.2
327,Grambling (SWAC),28,4-24,910,32.5,"1,082",38.6,-6.1
145,Green Bay (Horizon),30,15-15,"1,059",35.3,"1,024",34.1,1.2
259,Hampton (MEAC),33,12-21,"1,193",36.2,"1,272",38.5,-2.4
335,Hartford (America East),31,9-22,898,29,"1,115",36,-7
49,Harvard (Ivy League),31,26-5,"1,003",32.4,877,28.3,4.1
117,Hawaii (WAC),32,16-16,"1,176",36.8,"1,119",35,1.8
218,High Point (Big South),31,13-18,"1,064",34.3,"1,094",35.3,-1
194,Hofstra (CAA),32,10-22,"1,069",33.4,"1,078",33.7,-0.3
178,Holy Cross (Patriot),29,15-14,"1,002",34.6,994,34.3,0.3
267,Houston Baptist (GWC),30,10-20,"1,088",36.3,"1,167",38.9,-2.6
104,Houston (C-USA),30,15-15,"1,088",36.3,"1,024",34.1,2.1
169,Howard (MEAC),31,10-21,"1,082",34.9,"1,069",34.5,0.4
287,Idaho St. (Big Sky),30,9-21,919,30.6,"1,028",34.3,-3.6
102,Idaho (WAC),33,19-14,"1,132",34.3,"1,059",32.1,2.2
97,Illinois St. (MVC),35,21-14,"1,229",35.1,"1,147",32.8,2.3
135,Illinois (Big Ten),32,17-15,"1,045",32.7,"1,002",31.3,1.3
213,Indiana St. (MVC),33,18-15,"1,076",32.6,"1,102",33.4,-0.8
50,Indiana (Big Ten),36,27-9,"1,240",34.4,"1,094",30.4,4.1
163,Iona (MAAC),33,25-8,"1,148",34.8,"1,126",34.1,0.7
41,Iowa St. (Big 12),34,23-11,"1,247",36.7,"1,092",32.1,4.6
174,Iowa (Big Ten),35,18-17,"1,205",34.4,"1,193",34.1,0.3
217,IUPUI (Summit League),32,14-18,"1,053",32.9,"1,082",33.8,-0.9
250,Jackson St. (SWAC),31,7-24,"1,022",33,"1,086",35,-2.1
203,Jacksonville St. (OVC),33,15-18,"1,090",33,"1,105",33.5,-0.5
198,Jacksonville (ASUN),30,8-22,"1,022",34.1,"1,032",34.4,-0.3
310,James Madison (CAA),32,12-20,"1,015",31.7,"1,181",36.9,-5.2
325,Kansas City (Summit League),31,10-21,873,28.2,"1,059",34.2,-6
37,Kansas St. (Big 12),33,22-11,"1,227",37.2,"1,070",32.4,4.8
26,Kansas (Big 12),39,32-7,"1,470",37.7,"1,256",32.2,5.5
332,Kennesaw St. (ASUN),31,3-28,910,29.4,"1,120",36.1,-6.8
205,Kent St. (MAC),33,21-12,"1,134",34.4,"1,153",34.9,-0.6
12,Kentucky (SEC),40,38-2,"1,556",38.9,"1,286",32.2,6.8
284,La Salle (Atlantic 10),34,21-13,"1,113",32.7,"1,233",36.3,-3.5
322,Lafayette (Patriot),31,13-18,907,29.3,"1,086",35,-5.8
31,Lamar University (Southland),35,23-12,"1,387",39.6,"1,204",34.4,5.2
128,Lehigh (Patriot),35,27-8,"1,255",35.9,"1,202",34.3,1.5
129,Liberty (Big South),32,14-18,"1,106",34.6,"1,058",33.1,1.5
278,Lipscomb (ASUN),31,13-18,"1,107",35.7,"1,208",39,-3.3
265,Little Rock (Sun Belt),31,15-16,"1,032",33.3,"1,112",35.9,-2.6
116,LIU (NEC),34,25-9,"1,295",38.1,"1,234",36.3,1.8
191,LMU (CA) (WCC),34,21-13,"1,214",35.7,"1,220",35.9,-0.2
67,Long Beach St. (Big West),34,25-9,"1,212",35.6,"1,109",32.6,3
314,Longwood (Independent),31,10-21,"1,060",34.2,"1,227",39.6,-5.4
266,Louisiana Tech (WAC),34,18-16,"1,173",34.5,"1,261",37.1,-2.6
74,Louisiana (Sun Belt),32,16-16,"1,227",38.3,"1,135",35.5,2.9
120,Louisville (AAC),40,30-10,"1,512",37.8,"1,444",36.1,1.7
182,Loyola Chicago (Horizon),30,7-23,924,30.8,916,30.5,0.3
77,Loyola Maryland (MAAC),33,24-9,"1,155",35,"1,061",32.2,2.8
144,LSU (SEC),33,18-15,"1,217",36.9,"1,178",35.7,1.2
258,Maine (America East),29,12-17,"1,019",35.1,"1,087",37.5,-2.3
65,Manhattan (MAAC),34,21-13,"1,222",35.9,"1,116",32.8,3.1
234,Marist (MAAC),32,14-18,"1,090",34.1,"1,132",35.4,-1.3
188,Marquette (AAC),35,27-8,"1,271",36.3,"1,275",36.4,-0.1
10,Marshall (C-USA),35,21-14,"1,388",39.7,"1,143",32.7,7
112,Maryland (ACC),32,17-15,"1,173",36.7,"1,112",34.8,1.9
181,Massachusetts (Atlantic 10),37,25-12,"1,460",39.5,"1,450",39.2,0.3
143,McNeese (Southland),33,17-16,"1,191",36.1,"1,150",34.8,1.2
136,Memphis (C-USA),35,26-9,"1,199",34.3,"1,152",32.9,1.3
126,Mercer (ASUN),38,27-11,"1,314",34.6,"1,253",33,1.6
190,Miami (FL) (ACC),33,20-13,"1,147",34.8,"1,152",34.9,-0.2
257,Miami (OH) (MAC),30,9-21,885,29.5,955,31.8,-2.3
5,Michigan St. (Big Ten),37,29-8,"1,403",37.9,"1,106",29.9,8
215,Michigan (Big Ten),34,24-10,"1,047",30.8,"1,076",31.6,-0.9
87,Middle Tenn. (Sun Belt),34,27-7,"1,196",35.2,"1,108",32.6,2.6
155,Milwaukee (Horizon),34,20-14,"1,179",34.7,"1,150",33.8,0.9
57,Minnesota (Big Ten),38,23-15,"1,325",34.9,"1,184",31.2,3.7
72,Mississippi St. (SEC),33,21-12,"1,208",36.6,"1,112",33.7,2.9
212,Mississippi Val. (SWAC),34,21-13,"1,257",37,"1,282",37.7,-0.7
160,Missouri St. (MVC),32,16-16,"1,101",34.4,"1,078",33.7,0.7
176,Missouri (Big 12),35,30-5,"1,120",32,"1,109",31.7,0.3
336,Monmouth (NEC),32,12-20,995,31.1,"1,232",38.5,-7.4
211,Montana St. (Big Sky),29,12-17,990,34.1,"1,011",34.9,-0.7
214,Montana (Big Sky),32,25-7,"1,044",32.6,"1,071",33.5,-0.8
89,Morehead St. (OVC),33,18-15,"1,023",31,938,28.4,2.6
222,Morgan St. (MEAC),29,9-20,"1,015",35,"1,044",36,-1
185,Mount St. Mary's (NEC),29,8-21,952,32.8,949,32.7,0.1
125,Murray St. (OVC),33,31-2,"1,106",33.5,"1,053",31.9,1.6
285,N.C. A&T (MEAC),32,12-20,"1,171",36.6,"1,285",40.2,-3.6
194,N.C. Central (MEAC),32,17-15,"1,035",32.3,"1,044",32.6,-0.3
228,Navy (Patriot),29,3-26,873,30.1,904,31.2,-1.1
44,NC State (ACC),37,24-13,"1,390",37.6,"1,232",33.3,4.3
224,Nebraska (Big Ten),30,12-18,901,30,932,31.1,-1
53,Nevada (WAC),35,28-7,"1,296",37,"1,157",33.1,4
252,New Hampshire (America East),29,13-16,970,33.4,"1,032",35.6,-2.1
3,New Mexico St. (WAC),36,26-10,"1,433",39.8,"1,126",31.3,8.5
14,New Mexico (Mountain West),35,28-7,"1,320",37.7,"1,093",31.2,6.5
290,Niagara (MAAC),33,14-19,"1,082",32.8,"1,205",36.5,-3.7
331,Nicholls (Southland),30,10-20,918,30.6,"1,121",37.4,-6.8
231,NJIT (GWC),32,15-17,"1,121",35,"1,158",36.2,-1.2
118,Norfolk St. (MEAC),36,26-10,"1,305",36.3,"1,241",34.5,1.8
1,North Carolina (ACC),38,32-6,"1,711",45,"1,313",34.6,10.5
141,North Dakota St. (Summit League),31,17-14,"1,017",32.8,978,31.5,1.3
197,North Florida (ASUN),32,16-16,"1,096",34.3,"1,106",34.6,-0.3
48,North Texas (Sun Belt),32,18-14,"1,249",39,"1,117",34.9,4.1
199,Northeastern (CAA),31,14-17,998,32.2,"1,009",32.5,-0.4
233,Northern Ariz. (Big Sky),29,5-24,944,32.6,982,33.9,-1.3
35,Northern Colo. (Big Sky),28,9-19,960,34.3,820,29.3,5
94,Northern Ill. (MAC),31,5-26,"1,073",34.6,997,32.2,2.5
298,Northwestern St. (Southland),32,16-16,"1,165",36.4,"1,293",40.4,-4
330,Northwestern (Big Ten),33,19-14,964,29.2,"1,182",35.8,-6.6
208,Notre Dame (AAC),34,22-12,"1,144",33.6,"1,167",34.3,-0.7
196,Oakland (Summit League),36,20-16,"1,216",33.8,"1,227",34.1,-0.3
9,Ohio St. (Big Ten),39,31-8,"1,440",36.9,"1,159",29.7,7.2
225,Ohio (MAC),37,29-8,"1,263",34.1,"1,302",35.2,-1.1
323,Oklahoma St. (Big 12),33,15-18,"1,048",31.8,"1,240",37.6,-5.8
63,Oklahoma (Big 12),31,15-16,"1,143",36.9,"1,043",33.6,3.2
20,Old Dominion (CAA),36,22-14,"1,446",40.2,"1,227",34.1,6.1
81,Ole Miss (SEC),34,20-14,"1,299",38.2,"1,205",35.4,2.8
58,Oral Roberts (Summit League),34,27-7,"1,087",32,963,28.3,3.6
184,Oregon St. (Pac-12),36,21-15,"1,254",34.8,"1,246",34.6,0.2
122,Oregon (Pac-12),34,24-10,"1,161",34.1,"1,105",32.5,1.6
306,Pacific (Big West),30,11-19,959,32,"1,086",36.2,-4.2
113,Penn St. (Big Ten),32,12-20,"1,084",33.9,"1,024",32,1.9
277,Penn (Ivy League),33,20-13,993,30.1,"1,099",33.3,-3.2
64,Pepperdine (WCC),29,10-19,"1,055",36.4,964,33.2,3.1
18,Pittsburgh (AAC),39,22-17,"1,407",36.1,"1,158",29.7,6.4
68,Portland St. (Big Sky),32,17-15,"1,112",34.8,"1,016",31.8,3
201,Portland (WCC),31,7-24,"1,034",33.4,"1,047",33.8,-0.4
119,Prairie View (SWAC),32,14-18,"1,250",39.1,"1,194",37.3,1.8
187,Princeton (Ivy League),32,20-12,"1,048",32.8,"1,051",32.8,-0.1
152,Providence (AAC),32,15-17,"1,181",36.9,"1,152",36,0.9
123,Purdue Fort Wayne (Summit League),30,11-19,"1,030",34.3,981,32.7,1.6
221,Purdue (Big Ten),35,22-13,"1,158",33.1,"1,192",34.1,-1
2,Quinnipiac (NEC),32,18-14,"1,384",43.3,"1,057",33,10.2
286,Radford (Big South),32,6-26,"1,057",33,"1,173",36.7,-3.6
60,Rhode Island (Atlantic 10),31,7-24,"1,190",38.4,"1,083",34.9,3.5
149,Rice (C-USA),35,19-16,"1,257",35.9,"1,222",34.9,1
318,Richmond (Atlantic 10),32,16-16,969,30.3,"1,148",35.9,-5.6
273,Rider (MAAC),32,13-19,"1,073",33.5,"1,168",36.5,-3
34,Robert Morris (NEC),37,26-11,"1,323",35.8,"1,136",30.7,5.1
167,Rutgers (AAC),32,14-18,"1,103",34.5,"1,088",34,0.5
132,Sacramento St. (Big Sky),28,10-18,932,33.3,891,31.8,1.5
177,Sacred Heart (NEC),32,14-18,"1,086",33.9,"1,076",33.6,0.3
324,Saint Francis (PA) (NEC),29,6-23,814,28.1,987,34,-6
134,Saint Joseph's (Atlantic 10),34,20-14,"1,234",36.3,"1,188",34.9,1.4
124,Saint Louis (Atlantic 10),34,26-8,"1,113",32.7,"1,058",31.1,1.6
8,Saint Mary's (CA) (WCC),33,27-6,"1,211",36.7,973,29.5,7.2
320,Saint Peter's (MAAC),31,5-26,939,30.3,"1,114",35.9,-5.6
139,Sam Houston (Southland),32,13-19,"1,110",34.7,"1,069",33.4,1.3
298,Samford (SoCon),30,11-19,961,32,"1,081",36,-4
43,San Diego St. (Mountain West),34,26-8,"1,253",36.9,"1,103",32.4,4.4
292,San Diego (WCC),31,13-18,958,30.9,"1,077",34.7,-3.8
154,San Francisco (WCC),34,20-14,"1,128",33.2,"1,098",32.3,0.9
296,San Jose St. (WAC),31,9-22,"1,044",33.7,"1,165",37.6,-3.9
282,Santa Clara (WCC),30,8-22,995,33.2,"1,100",36.7,-3.5
38,Savannah St. (MEAC),33,21-12,"1,197",36.3,"1,041",31.5,4.7
148,Seton Hall (AAC),34,21-13,"1,194",35.1,"1,159",34.1,1
7,SFA (Southland),32,20-12,"1,128",35.3,892,27.9,7.4
133,Siena (MAAC),31,14-17,"1,119",36.1,"1,074",34.6,1.5
310,SMU (C-USA),32,13-19,909,28.4,"1,075",33.6,-5.2
6,South Alabama (Sun Belt),29,17-12,"1,152",39.7,933,32.2,7.6
206,South Carolina St. (MEAC),31,5-26,"1,168",37.7,"1,187",38.3,-0.6
249,South Carolina (SEC),31,10-21,970,31.3,"1,032",33.3,-2
110,South Dakota St. (Summit League),35,27-8,"1,195",34.1,"1,127",32.2,1.9
55,South Fla. (AAC),36,22-14,"1,233",34.3,"1,093",30.4,3.9
90,Southeast Mo. St. (OVC),31,15-16,"1,090",35.2,"1,011",32.6,2.5
147,Southeastern La. (Southland),29,12-17,"1,045",36,"1,014",35,1.1
338,Southern California (Pac-12),32,6-26,866,27.1,"1,160",36.3,-9.2
229,Southern Ill. (MVC),31,8-23,"1,013",32.7,"1,047",33.8,-1.1
41,Southern Miss. (C-USA),34,25-9,"1,246",36.6,"1,091",32.1,4.6
328,Southern U. (SWAC),31,17-14,"1,028",33.2,"1,221",39.4,-6.2
92,Southern Utah (Summit League),31,14-17,993,32,915,29.5,2.5
25,St. Bonaventure (Atlantic 10),32,20-12,"1,143",35.7,966,30.2,5.5
103,St. Francis Brooklyn (NEC),30,15-15,"1,085",36.2,"1,019",34,2.2
289,St. John's (NY) (AAC),32,13-19,"1,097",34.3,"1,215",38,-3.7
40,Stanford (Pac-12),37,26-11,"1,375",37.2,"1,202",32.5,4.7
178,Stetson (ASUN),29,9-20,"1,058",36.5,"1,050",36.2,0.3
4,Stony Brook (America East),32,22-10,"1,203",37.6,936,29.3,8.3
245,Syracuse (AAC),37,34-3,"1,283",34.7,"1,347",36.4,-1.7
232,TCU (Mountain West),33,18-15,"1,086",32.9,"1,126",34.1,-1.2
158,Temple (Atlantic 10),32,24-8,"1,114",34.8,"1,088",34,0.8
95,Tennessee St. (OVC),33,20-13,"1,128",34.2,"1,050",31.8,2.4
114,Tennessee Tech (OVC),33,19-14,"1,109",33.6,"1,048",31.8,1.8
71,Tennessee (SEC),34,19-15,"1,244",36.6,"1,145",33.7,2.9
121,Texas A&M (Big 12),32,14-18,"1,087",34,"1,033",32.3,1.7
180,Texas Southern (SWAC),33,15-18,"1,159",35.1,"1,150",34.8,0.3
268,Texas St. (Southland),30,13-17,"1,084",36.1,"1,164",38.8,-2.7
251,Texas Tech (Big 12),31,8-23,939,30.3,"1,005",32.4,-2.1
81,Texas (Big 12),34,20-14,"1,228",36.1,"1,134",33.4,2.8
239,The Citadel (SoCon),30,6-24,976,32.5,"1,025",34.2,-1.6
216,Toledo (MAC),36,19-17,"1,203",33.4,"1,235",34.3,-0.9
105,Towson (CAA),32,1-31,"1,147",35.8,"1,079",33.7,2.1
276,Troy (Sun Belt),28,10-18,995,35.5,"1,082",38.6,-3.1
165,Tulane (C-USA),31,15-16,"1,051",33.9,"1,032",33.3,0.6
24,Tulsa (C-USA),31,17-14,"1,126",36.3,952,30.7,5.6
66,UAB (C-USA),31,15-16,"1,084",35,990,31.9,3
321,UC Davis (Big West),31,5-26,961,31,"1,138",36.7,-5.7
227,UC Irvine (Big West),32,12-20,"1,188",37.1,"1,222",38.2,-1.1
256,UC Riverside (Big West),31,14-17,"1,042",33.6,"1,113",35.9,-2.3
51,UC Santa Barbara (Big West),31,20-11,"1,172",37.8,"1,048",33.8,4
80,UCF (C-USA),33,22-11,"1,197",36.3,"1,105",33.5,2.8
72,UCLA (Pac-12),33,19-14,"1,140",34.5,"1,044",31.6,2.9
87,UConn (AAC),34,20-14,"1,273",37.4,"1,185",34.9,2.6
156,UIC (Horizon),30,8-22,"1,038",34.6,"1,013",33.8,0.8
302,ULM (Sun Belt),29,3-26,901,31.1,"1,019",35.1,-4.1
272,UMBC (America East),30,4-26,"1,045",34.8,"1,130",37.7,-2.8
156,UMES (MEAC),30,7-23,"1,105",36.8,"1,080",36,0.8
137,UNC Asheville (Big South),34,24-10,"1,178",34.6,"1,133",33.3,1.3
220,UNC Greensboro (SoCon),32,13-19,"1,145",35.8,"1,176",36.8,-1
168,UNCW (CAA),31,10-21,"1,138",36.7,"1,124",36.3,0.5
210,UNI (MVC),34,20-14,"1,078",31.7,"1,102",32.4,-0.7
76,UNLV (Mountain West),35,26-9,"1,318",37.7,"1,218",34.8,2.9
54,USC Upstate (ASUN),34,21-13,"1,245",36.6,"1,112",32.7,3.9
33,UT Arlington (Southland),33,24-9,"1,298",39.3,"1,128",34.2,5.2
260,UT Martin (OVC),31,4-27,986,31.8,"1,062",34.3,-2.5
162,Utah St. (WAC),37,21-16,"1,234",33.4,"1,209",32.7,0.7
46,Utah Valley (GWC),33,20-13,"1,294",39.2,"1,155",35,4.2
314,Utah (Pac-12),31,6-25,896,28.9,"1,063",34.3,-5.4
204,UTEP (C-USA),32,15-17,"1,015",31.7,"1,033",32.3,-0.6
309,UTRGV (GWC),32,11-21,974,30.4,"1,134",35.4,-5
262,UTSA (Southland),32,18-14,"1,058",33.1,"1,139",35.6,-2.5
131,Valparaiso (Horizon),34,22-12,"1,123",33,"1,073",31.6,1.5
127,Vanderbilt (SEC),36,25-11,"1,244",34.6,"1,189",33,1.5
246,VCU (CAA),36,29-7,"1,205",33.5,"1,268",35.2,-1.8
62,Vermont (America East),36,24-12,"1,278",35.5,"1,155",32.1,3.4
47,Villanova (AAC),32,13-19,"1,251",39.1,"1,118",34.9,4.2
202,Virginia Tech (ACC),33,16-17,"1,111",33.7,"1,125",34.1,-0.4
85,Virginia (ACC),32,22-10,"1,030",32.2,946,29.6,2.6
334,VMI (Big South),33,17-16,"1,079",32.7,"1,305",39.5,-6.8
165,Wagner (NEC),31,25-6,"1,074",34.6,"1,055",34,0.6
305,Wake Forest (ACC),31,13-18,994,32.1,"1,125",36.3,-4.2
109,Washington St. (Pac-12),37,19-18,"1,214",32.8,"1,142",30.9,1.9
32,Washington (Pac-12),35,24-11,"1,404",40.1,"1,223",34.9,5.2
172,Weber St. (Big Sky),32,25-7,"1,090",34.1,"1,079",33.7,0.3
13,West Virginia (AAC),33,19-14,"1,259",38.2,"1,043",31.6,6.5
186,Western Caro. (SoCon),35,17-18,"1,240",35.4,"1,240",35.4,0
244,Western Ill. (Summit League),33,18-15,960,29.1,"1,017",30.8,-1.7
174,Western Ky. (Sun Belt),35,16-19,"1,275",36.4,"1,263",36.1,0.3
36,Western Mich. (MAC),34,14-20,"1,276",37.5,"1,112",32.7,4.8
15,Wichita St. (MVC),33,27-6,"1,253",38,"1,039",31.5,6.5
294,William & Mary (CAA),32,6-26,990,30.9,"1,113",34.8,-3.8
152,Winthrop (Big South),32,12-20,"1,080",33.8,"1,051",32.8,0.9
98,Wisconsin (Big Ten),36,26-10,"1,207",33.5,"1,123",31.2,2.3
101,Wofford (SoCon),33,19-14,"1,113",33.7,"1,037",31.4,2.3
308,Wright St. (Horizon),32,13-19,901,28.2,"1,045",32.7,-4.5
226,Wyoming (Mountain West),33,21-12,965,29.2,"1,000",30.3,-1.1
106,Xavier (Atlantic 10),36,23-13,"1,304",36.2,"1,228",34.1,2.1
39,Yale (Ivy League),29,19-10,"1,082",37.3,946,32.6,4.7
304,Youngstown St. (Horizon),31,16-15,998,32.2,"1,127",36.4,-4.2
